source_center,destination_center,trip_count,median_delay_ratio,mean_delay_ratio,p90_delay_ratio,pct_delayed,median_actual_time,median_osrm_time,median_distance_km,median_delay_min,ftl_share,is_chronic,corridor_id,delayed_trips,sla_contribution_pct,intervention
IND285001AAD,IND285205AAB,42,1.5714285714285714,1.9530713376813544,2.9857142857142853,0.7619047619047619,24.0,16.0,14.794,7.0,1.0,1,IND285001AAD__IND285205AAB,32,0.0267869848737244,monitor
IND413304AAA,IND413002AAA,35,1.8571428571428568,1.94874149659864,2.828571428571429,0.9142857142857144,13.0,7.0,10.4922,6.0,0.0,1,IND413304AAA__IND413002AAA,32,0.0267869848737244,route_type_shift
IND742225AAA,IND742223AAA,32,4.535714285714286,4.872209821428571,7.900000000000002,1.0,20.5,4.5,6.96035,15.5,0.0,1,IND742225AAA__IND742223AAA,32,0.0267869848737244,facility_upgrade
IND400072AAB,IND411033AAA,40,1.9038901601830664,1.880834645268187,2.5812500000000003,0.8,39.5,22.5,27.50265,20.0,1.0,1,IND400072AAB__IND411033AAA,32,0.0267869848737244,monitor
IND742121AAB,IND742121AAA,32,3.25,3.321006944444445,4.0,1.0,20.0,7.0,8.1314,10.5,0.0,1,IND742121AAB__IND742121AAA,32,0.0267869848737244,facility_upgrade
IND582209AAA,IND582101AAB,32,1.829090909090909,1.966478058978059,2.6545454545454548,1.0,37.0,18.5,20.43835,17.5,1.0,1,IND582209AAA__IND582101AAB,32,0.0267869848737244,monitor
IND563131AAB,IND563116AAA,32,1.7638888888888888,2.189670138888889,3.3975,1.0,15.0,9.0,9.319,6.5,0.0,1,IND563131AAB__IND563116AAA,32,0.0267869848737244,route_type_shift
IND000000ACB,IND201007AAA,63,1.2727272727272727,1.593932689261324,2.1619047619047618,0.5079365079365079,14.0,13.0,11.701,3.0,0.0,1,IND000000ACB__IND201007AAA,32,0.0267869848737244,monitor
IND341306AAA,IND302014AAA,32,1.765880217785844,2.2747908012296745,3.5554347826086965,1.0,40.0,21.5,28.24035,17.5,1.0,1,IND341306AAA__IND302014AAA,32,0.0267869848737244,monitor
IND380006AAA,IND382430AAB,35,1.6666666666666667,2.3948526077097507,5.1000000000000005,0.9142857142857144,12.0,6.0,9.6572,4.0,0.0,1,IND380006AAA__IND382430AAB,32,0.0267869848737244,route_type_shift
IND517501AAB,IND517644AAA,32,2.443627450980392,2.4887395955652534,3.045798319327732,1.0,40.5,15.5,20.37355,23.0,1.0,1,IND517501AAB__IND517644AAA,32,0.0267869848737244,monitor
IND390022AAA,IND382430AAB,33,1.55,1.643230052827576,2.146606334841629,0.9696969696969696,27.0,17.0,24.6716,10.0,1.0,1,IND390022AAA__IND382430AAB,31,0.0259498915964205,monitor
IND473331AAA,IND473226AAA,34,2.0135135135135136,4.236842675663301,13.611128048780488,0.9411764705882352,64.0,34.0,31.7213,28.0,1.0,1,IND473331AAA__IND473226AAA,31,0.0259498915964205,monitor
IND431136AAC,IND431001AAA,37,2.3,2.319444444444444,3.5,0.8378378378378378,19.0,7.0,10.3765,10.0,0.0,1,IND431136AAC__IND431001AAA,31,0.0259498915964205,route_type_shift
IND501359AAE,IND509358AAA,34,1.5,2.179721523190381,2.869999999999999,0.9411764705882352,21.0,13.5,18.1733,7.0,1.0,1,IND501359AAE__IND509358AAA,31,0.0259498915964205,monitor
IND500039AAC,IND501359AAE,34,2.636363636363636,4.314351511777982,10.833333333333334,0.9411764705882352,30.0,12.5,13.43855,18.5,0.0,1,IND500039AAC__IND501359AAE,31,0.0259498915964205,route_type_shift
IND680712AAA,IND683511AAA,36,1.4852941176470589,1.6125087943102647,1.933333333333333,0.8611111111111112,15.0,11.0,11.4613,4.0,0.0,1,IND680712AAA__IND683511AAA,31,0.0259498915964205,monitor
IND363421AAB,IND364710AAA,31,1.8125,2.358620222282461,4.0,1.0,29.0,17.0,24.7187,13.0,1.0,1,IND363421AAB__IND364710AAA,31,0.0259498915964205,monitor
IND000000ACN,IND501359AAF,32,2.071428571428571,2.8634087062855444,4.222222222222222,0.96875,19.5,9.0,11.38635,11.0,0.0,1,IND000000ACN__IND501359AAF,31,0.0259498915964205,route_type_shift
IND834002AAB,IND781018AAB,32,1.998768472906404,2.5445113903727927,4.305050505050506,0.96875,50.5,20.0,29.23925,24.5,1.0,1,IND834002AAB__IND781018AAB,31,0.0259498915964205,monitor
IND462022AAA,IND462011AAA,31,2.363636363636364,2.89383913577462,4.5,1.0,28.0,12.0,12.4161,16.0,0.0,1,IND462022AAA__IND462011AAA,31,0.0259498915964205,route_type_shift
IND764001AAC,IND764059AAA,34,2.0,3.1016923436041086,5.799999999999999,0.9411764705882352,12.5,6.0,9.21755,7.0,0.0,1,IND764001AAC__IND764059AAA,31,0.0259498915964205,route_type_shift
IND742102AAB,IND712311AAA,32,2.5,2.666576096941761,3.975000000000001,0.96875,50.5,18.5,26.58565,27.5,1.0,1,IND742102AAB__IND712311AAA,31,0.0259498915964205,monitor
IND415605AAA,IND415709AAA,32,2.048809523809524,2.2285734872012046,2.6666666666666665,0.96875,24.5,11.5,16.4396,12.5,1.0,1,IND415605AAA__IND415709AAA,31,0.0259498915964205,monitor
IND786190AAA,IND792103AAB,34,1.7867647058823528,2.469419042126655,4.2333333333333325,0.9411764705882352,14.5,7.5,11.23915,8.0,0.0,1,IND786190AAA__IND792103AAB,31,0.0259498915964205,route_type_shift
IND431514AAA,IND431515AAA,32,2.117647058823529,2.3092594384244927,3.0,0.96875,21.5,10.5,15.58605,10.5,1.0,1,IND431514AAA__IND431515AAA,31,0.0259498915964205,monitor
IND415612AAA,IND415408AAC,32,2.429276315789473,2.644593780005948,3.782142857142857,0.96875,53.0,20.0,28.79445,28.0,1.0,1,IND415612AAA__IND415408AAC,31,0.0259498915964205,monitor
IND000000ACB,IND124112AAA,35,1.5769230769230769,2.653326394653936,3.766666666666667,0.8857142857142857,36.0,25.0,24.4,15.0,1.0,1,IND000000ACB__IND124112AAA,31,0.0259498915964205,monitor
IND700065AAB,IND712310AAA,30,4.741758241758242,5.513951973951974,8.516666666666667,1.0,56.0,11.0,11.2869,45.5,0.0,1,IND700065AAB__IND712310AAA,30,0.0251127983191167,facility_upgrade
IND577501AAA,IND577002AAA,30,1.6985294117647058,1.8323068273029568,2.4700000000000006,1.0,25.0,16.0,22.95505,10.0,1.0,1,IND577501AAA__IND577002AAA,30,0.0251127983191167,monitor
IND583101AAA,IND577535AAC,30,1.8333333333333333,2.3493791459436624,2.6739583333333337,1.0,28.5,6.0,8.29945,11.5,1.0,1,IND583101AAA__IND577535AAC,30,0.0251127983191167,monitor
IND842001AAA,IND845438AAA,30,2.5277777777777777,3.019790653103347,4.507142857142857,1.0,37.0,17.0,24.95095,19.0,1.0,1,IND842001AAA__IND845438AAA,30,0.0251127983191167,monitor
IND000000ACB,IND201001AAC,36,1.5,1.3706147591290505,1.797979797979798,0.8333333333333334,11.0,9.0,15.4378,4.0,0.0,1,IND000000ACB__IND201001AAC,30,0.0251127983191167,monitor
IND560300AAA,IND560043AAC,93,1.0,1.0762455622388545,2.057142857142857,0.3225806451612903,14.0,14.0,12.7696,0.0,0.0,0,IND560300AAA__IND560043AAC,30,0.0251127983191167,monitor
IND685514AAA,IND625008AAA,45,1.4848484848484849,1.5318820495954713,2.055665024630542,0.6666666666666666,42.0,33.0,29.3773,15.0,1.0,1,IND685514AAA__IND625008AAA,30,0.0251127983191167,monitor
IND246149AAA,IND249407AAA,30,2.713333333333333,2.823847514107797,4.14128078817734,1.0,73.5,31.5,33.126099999999994,45.0,1.0,1,IND246149AAA__IND249407AAA,30,0.0251127983191167,monitor
IND303301AAB,IND303303AAA,40,1.3333333333333333,1.5817330586080585,2.333333333333333,0.75,9.0,6.5,9.7074,2.0,0.0,1,IND303301AAB__IND303303AAA,30,0.0251127983191167,monitor
IND274301AAB,IND273014AAB,30,2.7256006006006004,3.610416736787272,7.080135135135135,1.0,84.5,34.5,37.41605,52.0,1.0,1,IND274301AAB__IND273014AAB,30,0.0251127983191167,monitor
IND263401AAA,IND263153AAB,30,1.7596153846153846,2.1485480705710884,3.986727272727273,1.0,39.5,19.5,20.652950000000004,17.0,1.0,1,IND263401AAA__IND263153AAB,30,0.0251127983191167,monitor
IND785682AAA,IND786001AAB,30,2.0,2.1380986911639086,2.924,1.0,43.0,23.0,33.85235,18.0,1.0,1,IND785682AAA__IND786001AAB,30,0.0251127983191167,monitor
IND413304AAA,IND415301AAB,34,1.452991452991453,1.5391206016206016,2.0,0.9117647058823528,14.0,9.0,10.58185,4.0,0.0,1,IND413304AAA__IND415301AAB,30,0.0251127983191167,monitor
IND784176AAA,IND781018AAB,32,2.0782828282828283,2.340768162864692,3.675,0.9375,50.0,20.5,30.30395,25.0,1.0,1,IND784176AAA__IND781018AAB,30,0.0251127983191167,monitor
IND333042AAA,IND333031AAA,39,1.4,1.4267268323744893,1.7200000000000002,0.7948717948717948,36.0,27.0,29.314,10.0,1.0,1,IND333042AAA__IND333031AAA,30,0.0251127983191167,monitor
IND742226AAA,IND742102AAB,39,2.0,2.458519258078677,4.166666666666668,0.7692307692307693,18.0,12.0,9.5087,7.0,0.0,1,IND742226AAA__IND742102AAB,30,0.0251127983191167,route_type_shift
IND783348AAA,IND783129AAA,30,1.6962962962962962,1.737154497583783,2.2021739130434783,1.0,47.5,27.0,33.396100000000004,23.5,1.0,1,IND783348AAA__IND783129AAA,30,0.0251127983191167,monitor
IND501359AAE,IND500039AAC,33,1.75,1.7689788326151965,2.26,0.9090909090909092,18.0,11.0,12.5226,8.0,0.0,1,IND501359AAE__IND500039AAC,30,0.0251127983191167,route_type_shift
IND457001AAA,IND382430AAB,36,1.6290849673202614,1.784837555654772,2.97979797979798,0.8333333333333334,35.5,22.0,31.20675,12.5,1.0,1,IND457001AAA__IND382430AAB,30,0.0251127983191167,monitor
IND442101AAB,IND445001AAB,30,2.1377708978328176,3.089553028813865,4.133333333333336,1.0,36.0,17.0,24.59335,19.0,1.0,1,IND442101AAB__IND445001AAB,30,0.0251127983191167,monitor
IND396232AAA,IND396191AAC,30,3.155555555555556,3.3847082547082548,5.375,1.0,25.0,9.0,11.6988,13.0,0.0,1,IND396232AAA__IND396191AAC,30,0.0251127983191167,facility_upgrade
IND396001AAA,IND395023AAD,36,1.5192307692307692,1.7272049012447563,2.62,0.8333333333333334,14.5,9.5,13.1763,5.0,0.0,1,IND396001AAA__IND395023AAD,30,0.0251127983191167,route_type_shift
IND251309AAB,IND131028AAB,30,1.7777777777777777,1.9325398228846504,2.4444444444444446,1.0,48.0,27.0,24.68195,21.0,1.0,1,IND251309AAB__IND131028AAB,30,0.0251127983191167,monitor
IND395023AAD,IND395006AAA,34,1.8846153846153848,1.961581555699203,2.451648351648352,0.9117647058823528,24.0,13.0,14.6705,10.5,0.0,1,IND395023AAD__IND395006AAA,30,0.0251127983191167,route_type_shift
IND560300AAA,IND560085AAA,70,1.125,1.422440413964629,2.0943181818181817,0.4428571428571428,11.0,10.0,10.42135,1.0,0.0,0,IND560300AAA__IND560085AAA,30,0.0251127983191167,monitor
IND842003AAB,IND480886AAA,30,2.19375,2.241845126551009,2.685064935064935,1.0,36.5,17.5,24.5794,19.0,1.0,1,IND842003AAB__IND480886AAA,30,0.0251127983191167,monitor
IND842001AAA,IND845412AAB,31,2.235294117647059,2.2350161204575465,2.8,0.967741935483871,37.0,17.0,24.4773,20.0,1.0,1,IND842001AAA__IND845412AAB,30,0.0251127983191167,monitor
IND532421AAA,IND532201AAA,31,1.6666666666666667,3.3169310451967995,6.0,0.967741935483871,25.0,16.0,22.529400000000003,10.0,1.0,1,IND532421AAA__IND532201AAA,30,0.0251127983191167,monitor
IND209304AAA,IND208012AAA,42,2.0,1.606956406212152,2.4,0.7142857142857143,18.0,10.0,10.53515,6.0,0.0,1,IND209304AAA__IND208012AAA,30,0.0251127983191167,route_type_shift
IND517644AAA,IND524132AAA,30,2.162280701754386,2.136983144134847,2.5033333333333334,1.0,38.0,17.0,22.49725,21.0,1.0,1,IND517644AAA__IND524132AAA,30,0.0251127983191167,monitor
IND205001AAB,IND209721AAB,30,2.25,2.411692220747948,3.41,1.0,32.5,16.0,23.037,16.5,1.0,1,IND205001AAB__IND209721AAB,30,0.0251127983191167,monitor
IND210001AAA,IND210427AAA,30,3.9,4.159067542221567,5.255555555555557,1.0,53.0,15.0,22.552,36.5,1.0,1,IND210001AAA__IND210427AAA,30,0.0251127983191167,facility_upgrade
IND522647AAA,IND523201AAA,38,1.30625,1.4317021318197316,1.8107142857142864,0.7894736842105263,39.0,27.5,21.59575,8.5,1.0,1,IND522647AAA__IND523201AAA,30,0.0251127983191167,monitor
IND621010AAA,IND621212AAA,32,1.4691666666666667,1.6853380994005993,2.2000000000000006,0.9375,29.0,18.0,20.07005,10.0,1.0,1,IND621010AAA__IND621212AAA,30,0.0251127983191167,monitor
IND628204AAA,IND627657AAA,68,1.1833333333333331,1.257974500989207,1.4285714285714286,0.4558823529411764,12.0,11.0,10.5288,2.0,0.0,0,IND628204AAA__IND627657AAA,30,0.0251127983191167,monitor
IND631501AAA,IND631003AAA,30,2.142857142857143,2.733189033189033,4.652727272727273,1.0,15.0,8.0,9.03835,8.0,0.0,1,IND631501AAA__IND631003AAA,30,0.0251127983191167,route_type_shift
IND176048AAA,IND175015AAA,30,1.9103923647932133,3.212535285076375,7.425000000000002,1.0,78.5,44.5,34.33385,32.5,1.0,1,IND176048AAA__IND175015AAA,30,0.0251127983191167,monitor
IND515591AAA,IND516269AAA,30,1.6125,1.7277183296006826,2.2064935064935067,1.0,38.0,21.0,23.1426,13.5,1.0,1,IND515591AAA__IND516269AAA,30,0.0251127983191167,monitor
IND140301AAA,IND140001AAA,39,1.7272727272727273,1.9485176659089705,3.0,0.7948717948717948,32.0,22.0,24.2784,10.0,1.0,1,IND140301AAA__IND140001AAA,30,0.0251127983191167,monitor
IND683511AAA,IND680012AAA,55,1.2222222222222223,1.4027964615920905,2.0,0.5454545454545454,17.0,10.0,11.5462,3.0,0.0,1,IND683511AAA__IND680012AAA,29,0.0242757050418128,monitor
IND626138AAA,IND625008AAA,48,1.292857142857143,1.639375087501478,2.43,0.6041666666666666,32.0,27.0,23.5698,5.0,1.0,1,IND626138AAA__IND625008AAA,29,0.0242757050418128,monitor
IND505122AAA,IND506002AAA,29,2.3157894736842106,3.753710418865177,7.855060728744939,1.0,51.0,20.0,25.904400000000003,25.0,1.0,1,IND505122AAA__IND506002AAA,29,0.0242757050418128,monitor
IND140301AAA,IND140901AAA,29,1.9230769230769231,3.56664140457244,8.0,1.0,23.0,13.0,14.2756,9.0,0.0,1,IND140301AAA__IND140901AAA,29,0.0242757050418128,route_type_shift
IND518501AAA,IND518124AAA,30,1.5742753623188406,1.8163902532387408,2.6425,0.9666666666666668,33.5,22.0,22.8368,12.0,1.0,1,IND518501AAA__IND518124AAA,29,0.0242757050418128,monitor
IND842001AAA,IND843109AAB,29,3.571428571428572,3.844827586206896,6.711111111111111,1.0,16.0,7.0,9.9328,11.0,0.0,1,IND842001AAA__IND843109AAB,29,0.0242757050418128,facility_upgrade
IND135001AAA,IND173025AAA,29,2.1923076923076925,2.334094187723952,2.7555555555555555,1.0,50.0,19.0,25.247400000000003,27.0,1.0,1,IND135001AAA__IND173025AAA,29,0.0242757050418128,monitor
IND201307AAA,IND201301AAL,58,1.207142857142857,1.56725305345995,2.378571428571429,0.5,14.0,12.5,11.7334,2.0,0.0,1,IND201307AAA__IND201301AAL,29,0.0242757050418128,monitor
IND605601AAA,IND607106AAA,29,2.0,2.65786129579233,2.6256410256410256,1.0,21.0,11.0,12.2333,10.0,0.0,1,IND605601AAA__IND607106AAA,29,0.0242757050418128,route_type_shift
IND614616AAA,IND630002AAA,29,1.5151515151515151,1.950830392071886,2.733333333333333,1.0,45.0,32.0,31.291400000000003,12.0,1.0,1,IND614616AAA__IND630002AAA,29,0.0242757050418128,monitor
IND560099AAB,IND632006AAA,64,1.177927927927928,1.6637673630432177,2.607692307692312,0.453125,29.0,24.0,25.75055,3.5,1.0,0,IND560099AAB__IND632006AAA,29,0.0242757050418128,monitor
IND560078AAC,IND562132AAA,49,1.5,1.8010106616388604,3.083760683760684,0.5918367346938775,20.0,14.0,12.6553,6.0,0.0,1,IND560078AAC__IND562132AAA,29,0.0242757050418128,monitor
IND148028AAA,IND147001AAB,30,1.6282894736842106,1.8883829057938968,2.561111111111111,0.9666666666666668,30.0,17.5,23.21445,12.0,1.0,1,IND148028AAA__IND147001AAB,29,0.0242757050418128,monitor
IND842001AAA,IND845418AAB,36,2.019230769230769,2.0477684900646858,2.9761904761904763,0.8055555555555556,50.5,26.0,29.9062,25.5,1.0,1,IND842001AAA__IND845418AAB,29,0.0242757050418128,monitor
IND571432AAB,IND571426AAA,34,1.5,1.5637782515419043,2.07,0.8529411764705882,31.0,20.0,22.3523,6.0,1.0,1,IND571432AAB__IND571426AAA,29,0.0242757050418128,monitor
IND175001AAA,IND175101AAA,34,1.4201977401129944,1.5316666152496017,2.00515873015873,0.8529411764705882,73.5,48.5,33.105900000000005,22.5,1.0,1,IND175001AAA__IND175101AAA,29,0.0242757050418128,monitor
IND573201AAB,IND572201AAB,33,1.8571428571428568,1.7796470920383964,2.316666666666667,0.8787878787878788,28.0,22.0,23.8824,6.0,1.0,1,IND573201AAB__IND572201AAB,29,0.0242757050418128,monitor
IND344022AAB,IND344001AAA,36,1.376470588235294,1.4434280564827522,1.807843137254902,0.8055555555555556,23.0,16.5,23.96145,6.0,1.0,1,IND344022AAB__IND344001AAA,29,0.0242757050418128,monitor
IND845438AAA,IND845455AAB,29,1.875,2.25894432632593,3.1470588235294112,1.0,35.0,23.0,25.0637,14.0,1.0,1,IND845438AAA__IND845455AAB,29,0.0242757050418128,monitor
IND854326AAB,IND852201AAA,30,2.023109243697479,2.582129262377008,4.215517241379311,0.9666666666666668,61.0,29.0,31.4728,36.5,1.0,1,IND854326AAB__IND852201AAA,29,0.0242757050418128,monitor
IND401602AAA,IND401501AAA,29,7.12,6.821781338313827,10.666666666666664,1.0,104.0,13.0,13.6573,91.0,0.0,1,IND401602AAA__IND401501AAA,29,0.0242757050418128,facility_upgrade
IND723130AAA,IND723101AAA,30,1.8235294117647056,3.7539651416122,9.625000000000002,0.9666666666666668,28.5,11.0,15.703,11.5,1.0,1,IND723130AAA__IND723101AAA,29,0.0242757050418128,monitor
IND431603AAA,IND431708AAA,29,2.0,2.826020865617612,5.571428571428571,1.0,30.0,15.0,22.4294,14.0,1.0,1,IND431603AAA__IND431708AAA,29,0.0242757050418128,monitor
IND721253AAC,IND721306AAA,29,2.2666666666666666,3.3598749389041744,5.0,1.0,34.0,15.0,22.4172,19.0,1.0,1,IND721253AAC__IND721306AAA,29,0.0242757050418128,monitor
IND282002AAD,IND474003AAA,49,1.3333333333333333,1.503046536346284,2.1559523809523813,0.5918367346938775,31.0,26.0,25.7808,8.0,1.0,1,IND282002AAD__IND474003AAA,29,0.0242757050418128,monitor
IND411033AAA,IND400072AAB,40,1.8944444444444444,1.76985780260294,2.4653846153846155,0.725,38.5,21.5,27.0829,19.0,1.0,1,IND411033AAA__IND400072AAB,29,0.0242757050418128,monitor
IND123401AAB,IND123106AAB,30,1.8478260869565213,2.3969760963674007,3.325000000000001,0.9666666666666668,34.5,22.0,24.2686,13.5,1.0,1,IND123401AAB__IND123106AAB,29,0.0242757050418128,monitor
IND721134AAB,IND721139AAC,32,1.625,1.805803571428572,2.4944444444444445,0.90625,13.0,8.0,9.3137,5.0,0.0,1,IND721134AAB__IND721139AAC,29,0.0242757050418128,route_type_shift
IND110037AAM,IND110024AAA,29,2.5,2.5152703618220857,3.0307692307692307,1.0,31.0,13.0,12.8034,18.0,0.0,1,IND110037AAM__IND110024AAA,29,0.0242757050418128,route_type_shift
IND458990AAA,IND312605AAB,30,1.7096153846153843,2.1057985258952274,3.8454545454545457,0.9666666666666668,35.5,22.0,24.1145,13.5,1.0,1,IND458990AAA__IND312605AAB,29,0.0242757050418128,monitor
IND403726AAA,IND575004AAB,28,1.76497277676951,2.1112015290149,2.661616161616162,1.0,37.5,21.5,25.72535,16.0,1.0,1,IND403726AAA__IND575004AAB,28,0.0234386117645089,monitor
IND401209AAB,IND401104AAA,28,2.5,4.679803675856308,14.037500000000003,1.0,20.0,8.0,10.6265,12.0,0.0,1,IND401209AAB__IND401104AAA,28,0.0234386117645089,route_type_shift
IND742101AAC,IND731237AAB,28,2.854166666666667,2.971641156462585,4.74,1.0,19.5,7.0,10.18165,12.0,0.0,1,IND742101AAC__IND731237AAB,28,0.0234386117645089,route_type_shift
IND332404AAA,IND332001AAB,34,1.41640866873065,2.053942819129716,3.0,0.8235294117647058,23.0,16.0,23.6199,5.5,1.0,1,IND332404AAA__IND332001AAB,28,0.0234386117645089,monitor
IND679303AAA,IND679531AAA,28,2.732142857142857,2.930420918367347,3.7666666666666666,1.0,20.5,9.0,10.2486,11.0,0.0,1,IND679303AAA__IND679531AAA,28,0.0234386117645089,route_type_shift
IND247667AAA,IND249407AAA,28,1.9285714285714288,2.199655865480989,3.149137931034483,1.0,33.0,19.5,16.571849999999998,12.0,1.0,1,IND247667AAA__IND249407AAA,28,0.0234386117645089,monitor
IND125005AAA,IND000000ACB,35,1.5238095238095235,1.8277495416381688,3.0400000000000023,0.8,33.0,24.0,23.8908,11.0,1.0,1,IND125005AAA__IND000000ACB,28,0.0234386117645089,monitor
IND466001AAA,IND466116AAA,29,1.8333333333333333,1.8577580634375763,2.2857142857142856,0.9655172413793104,31.0,17.0,23.073,15.0,1.0,1,IND466001AAA__IND466116AAA,28,0.0234386117645089,monitor
IND518422AAB,IND518102AAA,28,2.0454780361757106,2.047187278024216,2.295555555555556,1.0,78.0,37.5,52.877,40.0,1.0,1,IND518422AAB__IND518102AAA,28,0.0234386117645089,monitor
IND209304AAA,IND208006AAA,37,2.0,2.479021732698204,4.554621848739495,0.7567567567567568,18.0,16.0,17.651799999999998,6.0,0.0,1,IND209304AAA__IND208006AAA,28,0.0234386117645089,route_type_shift
IND834002AAB,IND829122AAA,28,2.45,2.5228212576896785,3.5454545454545454,1.0,36.0,15.5,22.06295,19.5,1.0,1,IND834002AAB__IND829122AAA,28,0.0234386117645089,monitor
IND144001AAA,IND144040AAA,28,1.7777777777777777,2.3209471288515404,2.5,1.0,28.0,16.0,22.4196,12.0,1.0,1,IND144001AAA__IND144040AAA,28,0.0234386117645089,monitor
IND621212AAA,IND621704AAA,29,1.7142857142857142,1.980206000895656,3.0,0.9655172413793104,29.0,20.0,27.6944,8.0,1.0,1,IND621212AAA__IND621704AAA,28,0.0234386117645089,monitor
IND370110AAA,IND370001AAA,28,2.1819852941176467,2.223558434231256,2.963157894736842,1.0,36.0,16.0,22.26755,19.0,1.0,1,IND370110AAA__IND370001AAA,28,0.0234386117645089,monitor
IND506314AAA,IND506002AAA,29,3.117647058823529,4.709412464692703,9.29049773755656,0.9655172413793104,44.0,17.0,24.7849,26.0,1.0,1,IND506314AAA__IND506002AAA,28,0.0234386117645089,facility_upgrade
IND614018AAA,IND613104AAA,28,1.7490196078431373,2.008994939542131,2.952153110047848,1.0,42.5,23.0,25.365250000000003,18.0,1.0,1,IND614018AAA__IND613104AAA,28,0.0234386117645089,monitor
IND814101AAB,IND816107AAA,44,1.3333333333333333,1.6053203936781255,2.7170000000000005,0.6363636363636364,33.0,25.5,25.5878,8.0,1.0,1,IND814101AAB__IND816107AAA,28,0.0234386117645089,monitor
IND673104AAA,IND673506AAA,34,1.6363636363636365,1.7620903606197724,2.6066666666666665,0.8235294117647058,16.0,9.0,8.8904,5.0,0.0,1,IND673104AAA__IND673506AAA,28,0.0234386117645089,route_type_shift
IND500010AAA,IND501359AAE,34,1.6458333333333337,2.1088679401019554,2.822222222222222,0.8235294117647058,18.0,10.5,12.2269,6.0,0.0,1,IND500010AAA__IND501359AAE,28,0.0234386117645089,route_type_shift
IND125047AAB,IND125051AAA,28,1.7648648648648648,2.0216324597509003,2.76875,1.0,36.0,23.5,24.85045,13.5,1.0,1,IND125047AAB__IND125051AAA,28,0.0234386117645089,monitor
IND370201AAA,IND363330AAB,48,1.3333333333333333,1.7596515632798957,2.8133333333333344,0.5833333333333334,28.0,25.0,23.89235,7.0,1.0,1,IND370201AAA__IND363330AAB,28,0.0234386117645089,monitor
IND632006AAA,IND632301AAA,28,2.4,2.215028725587732,3.033333333333333,1.0,32.5,15.5,20.00935,14.0,1.0,1,IND632006AAA__IND632301AAA,28,0.0234386117645089,monitor
IND563125AAB,IND560300AAB,32,1.6125,2.655564016836338,5.303453689167974,0.875,16.5,11.0,12.3744,5.5,0.0,1,IND563125AAB__IND560300AAB,28,0.0234386117645089,route_type_shift
IND508213AAB,IND508001AAA,28,1.7291666666666663,1.9038200153883384,2.580769230769231,1.0,38.0,18.5,25.9853,16.5,1.0,1,IND508213AAB__IND508001AAA,28,0.0234386117645089,monitor
IND573134AAB,IND573201AAB,28,2.4272727272727272,2.484281463781685,3.6731818181818174,1.0,34.5,14.5,21.86595,17.5,1.0,1,IND573134AAB__IND573201AAB,28,0.0234386117645089,monitor
IND341303AAA,IND341306AAA,28,1.6875,1.802020808323329,2.1916666666666664,1.0,20.5,12.5,17.09875,8.0,1.0,1,IND341303AAA__IND341306AAA,28,0.0234386117645089,monitor
IND524132AAA,IND524101AAB,28,1.5833333333333333,1.785064542944978,2.3583333333333334,1.0,33.0,17.5,19.72435,13.0,1.0,1,IND524132AAA__IND524101AAB,28,0.0234386117645089,monitor
IND570020AAA,IND571602AAA,28,1.9166666666666663,2.7941454363746105,3.953333333333333,0.9642857142857144,43.0,19.5,23.06075,20.5,1.0,1,IND570020AAA__IND571602AAA,27,0.022601518487205,monitor
IND563116AAA,IND563131AAB,28,1.832167832167832,3.18520646020646,7.0600000000000005,0.9642857142857144,20.5,8.0,8.9887,9.0,0.0,1,IND563116AAA__IND563131AAB,27,0.022601518487205,route_type_shift
IND563131AAB,IND560300AAB,35,1.5714285714285714,1.7057269201386849,2.6,0.7714285714285715,15.0,12.0,13.3515,5.0,0.0,1,IND563131AAB__IND560300AAB,27,0.022601518487205,route_type_shift
IND854335AAA,IND852111AAA,28,1.625,3.2925235883827213,6.458333333333333,0.9642857142857144,26.0,16.0,23.86175,10.0,1.0,1,IND854335AAA__IND852111AAA,27,0.022601518487205,monitor
IND000000ACB,IND125005AAA,28,1.5750000000000002,1.8222185583635164,2.75,0.9642857142857144,33.5,25.0,23.93455,12.5,1.0,1,IND000000ACB__IND125005AAA,27,0.022601518487205,monitor
IND574216AAA,IND575004AAB,27,2.333333333333333,2.543755994925586,3.466666666666667,1.0,18.0,7.0,10.824,10.0,0.1111111111111111,1,IND574216AAA__IND575004AAB,27,0.022601518487205,route_type_shift
IND175101AAA,IND160002AAC,32,1.7233400402414487,2.1069136350401174,3.5098039215686274,0.84375,66.5,27.5,28.798450000000003,30.0,1.0,1,IND175101AAA__IND160002AAC,27,0.022601518487205,monitor
IND160055AAA,IND160002AAC,75,1.0,1.462911764838594,2.471428571428572,0.36,11.0,11.0,9.0646,0.0,0.0,0,IND160055AAA__IND160002AAC,27,0.022601518487205,monitor
IND573201AAB,IND573116AAA,28,1.725563909774436,2.2168731131519457,4.230303030303031,0.9642857142857144,33.0,19.0,25.745,12.0,1.0,1,IND573201AAB__IND573116AAA,27,0.022601518487205,monitor
IND530043AAA,IND531163AAA,29,1.6363636363636365,1.6286458751975992,2.0,0.9310344827586208,17.0,11.0,10.8247,6.0,0.0,1,IND530043AAA__IND531163AAA,27,0.022601518487205,route_type_shift
IND530012AAC,IND533106AAA,32,1.5833333333333337,1.7287266591284105,2.203759398496241,0.84375,28.0,18.0,25.7188,11.0,1.0,1,IND530012AAC__IND533106AAA,27,0.022601518487205,monitor
