source_center,destination_center,trip_count,median_delay_ratio,mean_delay_ratio,p90_delay_ratio,pct_delayed,median_actual_time,median_osrm_time,median_distance_km,median_delay_min,ftl_share,is_chronic,corridor_id,delayed_trips,sla_contribution_pct,intervention
IND000000ACB,IND562132AAA,4968,1.5,1.7628664863359145,2.7777777777777777,0.8065619967793881,31.5,20.0,27.04485,10.0,1.0,1,IND000000ACB__IND562132AAA,4007,3.354232762156687,scheduling_optimisation
IND562132AAA,IND000000ACB,3316,1.4666666666666666,1.7057905970102405,2.635789473684211,0.8027744270205066,32.0,20.0,26.85975,9.0,1.0,1,IND562132AAA__IND000000ACB,2662,2.228342304182955,scheduling_optimisation
IND000000ACB,IND712311AAA,2820,1.6470588235294117,1.9669602682577296,2.941503267973856,0.9024822695035462,29.0,17.0,24.4239,11.0,1.0,1,IND000000ACB__IND712311AAA,2545,2.1304023907384,scheduling_optimisation
IND000000ACB,IND421302AAG,1614,1.6470588235294117,1.8168083031501816,2.539166666666667,0.8866171003717472,32.0,20.0,27.1002,12.0,1.0,1,IND000000ACB__IND421302AAG,1431,1.1978804798218663,scheduling_optimisation
IND000000ACB,IND501359AAE,1633,1.588235294117647,1.9319949554522,3.0709359605911333,0.8224127372933252,32.0,19.0,26.7923,11.0,1.0,1,IND000000ACB__IND501359AAE,1343,1.1242162714191242,scheduling_optimisation
IND421302AAG,IND000000ACB,1266,1.6956521739130437,1.8821179985687693,2.775252525252525,0.9107424960505528,34.0,19.0,26.6317,13.0,1.0,1,IND421302AAG__IND000000ACB,1152,0.9643314554540812,scheduling_optimisation
IND781018AAB,IND110037AAM,1137,1.7586206896551724,2.1067785833154025,3.5595307917888555,0.8830255057167986,36.0,21.0,29.1829,15.0,1.0,1,IND781018AAB__IND110037AAM,1004,0.8404416504131056,scheduling_optimisation
IND421302AAG,IND562132AAA,1126,1.5294117647058822,1.794259227186989,2.538157894736842,0.8756660746003553,29.0,18.0,24.67035,10.0,1.0,1,IND421302AAG__IND562132AAA,986,0.8253739714216356,scheduling_optimisation
IND000000ACB,IND600056AAB,1013,1.619047619047619,1.836951907390956,2.768325791855204,0.843040473840079,32.0,19.0,26.6957,12.0,1.0,1,IND000000ACB__IND600056AAB,854,0.7148776588175221,scheduling_optimisation
IND421302AAG,IND110037AAM,965,1.6666666666666667,1.9862906429364124,3.125,0.8715025906735752,34.0,19.0,26.4837,13.0,1.0,1,IND421302AAG__IND110037AAM,841,0.7039954462125715,scheduling_optimisation
IND000000ACB,IND411033AAA,1112,1.5,1.6391864436052437,2.44375,0.7347122302158273,29.5,19.0,25.6348,9.0,1.0,1,IND000000ACB__IND411033AAA,817,0.683905207557278,scheduling_optimisation
IND562132AAA,IND302014AAA,974,1.625,1.7747270967666755,2.5537500000000013,0.8213552361396304,32.0,19.0,26.49205,12.0,1.0,1,IND562132AAA__IND302014AAA,800,0.669674621843112,scheduling_optimisation
IND562132AAA,IND751002AAB,818,1.75,1.993629014128652,2.8,0.9559902200488998,34.0,18.0,26.07535,14.0,1.0,1,IND562132AAA__IND751002AAB,782,0.6546069428516419,scheduling_optimisation
IND395023AAA,IND562132AAA,929,1.5,1.7693492695272983,2.782222222222224,0.8331539289558665,30.0,20.0,25.3013,10.0,1.0,1,IND395023AAA__IND562132AAA,774,0.6479101966332108,scheduling_optimisation
IND854326AAB,IND000000ACB,898,1.5714285714285714,1.828950625815065,2.740789473684212,0.8195991091314031,32.0,19.0,27.1497,10.0,1.0,1,IND854326AAB__IND000000ACB,736,0.616100652095663,scheduling_optimisation
IND110037AAM,IND421302AAG,814,1.619047619047619,1.8475216216505228,2.775213675213676,0.8660933660933661,33.0,20.0,27.26215,12.0,1.0,1,IND110037AAM__IND421302AAG,705,0.5901507604992424,scheduling_optimisation
IND160002AAC,IND000000ACB,714,1.755,2.038038223007771,2.75,0.9649859943977592,36.0,19.0,25.1324,14.0,1.0,1,IND160002AAC__IND000000ACB,689,0.5767572680623801,scheduling_optimisation
IND000000ACB,IND751002AAB,850,1.5,1.7648709592770528,2.8342105263157897,0.8011764705882353,35.0,21.0,28.601,11.0,1.0,1,IND000000ACB__IND751002AAB,681,0.5700605218439491,scheduling_optimisation
IND395023AAA,IND110037AAM,772,1.6,1.7616771400779423,2.614715719063545,0.8821243523316062,30.0,18.0,25.5627,11.0,1.0,1,IND395023AAA__IND110037AAM,681,0.5700605218439491,scheduling_optimisation
IND411033AAA,IND000000ACB,922,1.5,1.5997999193764163,2.4358552631578942,0.7277657266811279,30.0,19.0,26.0173,9.0,1.0,1,IND411033AAA__IND000000ACB,671,0.5616895890709102,scheduling_optimisation
IND421302AAG,IND131028AAB,740,1.6,1.8226598225398567,2.651102941176472,0.8972972972972973,32.0,19.0,26.3316,12.0,1.0,1,IND421302AAG__IND131028AAB,664,0.5558299361297829,scheduling_optimisation
IND751002AAB,IND562132AAA,704,1.7647058823529411,2.0927890165994807,2.891021671826626,0.9289772727272728,35.0,18.0,25.381,15.0,1.0,1,IND751002AAB__IND562132AAA,654,0.547459003356744,scheduling_optimisation
IND000000ACB,IND842001AAA,720,1.631578947368421,1.8860546915462424,2.894736842105264,0.9055555555555556,30.0,18.0,25.76575,12.0,1.0,1,IND000000ACB__IND842001AAA,652,0.5457848168021363,scheduling_optimisation
IND000000ACB,IND160002AAC,655,1.8235294117647056,2.192555159897747,3.0,0.9618320610687024,35.0,18.0,25.1401,15.0,1.0,1,IND000000ACB__IND160002AAC,630,0.5273687647014507,scheduling_optimisation
IND000000ACB,IND834002AAB,725,1.5454545454545454,1.746318461763711,2.534841628959276,0.8413793103448276,30.0,19.0,26.6877,10.0,1.0,1,IND000000ACB__IND834002AAB,610,0.5106268991553728,scheduling_optimisation
IND000000ACB,IND821115AAB,665,1.75,1.8538458353874705,2.6950000000000003,0.8781954887218045,32.0,18.0,24.8682,13.0,1.0,1,IND000000ACB__IND821115AAB,584,0.4888624739454717,scheduling_optimisation
IND421302AAG,IND712311AAA,657,1.7647058823529411,1.891891022346449,2.6589743589743584,0.8660578386605784,33.0,18.0,26.0077,14.0,1.0,1,IND421302AAG__IND712311AAA,569,0.4763060747859133,scheduling_optimisation
IND421302AAG,IND501359AAE,671,1.75,1.94641050402958,3.2,0.8390461997019374,33.0,19.0,26.0021,13.0,1.0,1,IND421302AAG__IND501359AAE,563,0.47128351512209,scheduling_optimisation
IND562132AAA,IND462022AAA,625,1.5789473684210529,1.8577247977643607,2.9203947368421064,0.8816,30.0,19.0,27.2868,11.0,1.0,1,IND562132AAA__IND462022AAA,551,0.4612383957944434,scheduling_optimisation
IND501359AAE,IND462022AAA,611,1.75,2.021364737794625,3.25,0.8903436988543372,36.0,20.0,28.5221,16.0,1.0,1,IND501359AAE__IND462022AAA,544,0.4553787428533161,scheduling_optimisation
IND000000ACB,IND521225AAB,677,1.5,1.7582536215103397,2.823529411764706,0.7917282127031019,34.0,22.0,27.8839,11.0,1.0,1,IND000000ACB__IND521225AAB,536,0.448681996634885,scheduling_optimisation
IND382430AAB,IND000000ACB,550,1.6363636363636365,1.797708576487283,2.520631578947369,0.9163636363636364,35.0,18.0,26.1012,12.0,1.0,1,IND382430AAB__IND000000ACB,504,0.4218950117611605,scheduling_optimisation
IND000000ACB,IND382430AAB,555,1.6,1.8881035832982287,2.758823529411765,0.9063063063063064,35.0,18.0,25.6998,10.0,1.0,1,IND000000ACB__IND382430AAB,503,0.4210579184838566,scheduling_optimisation
IND712311AAA,IND000000ACB,654,1.6,1.847773548341912,2.875,0.7660550458715596,29.0,18.0,25.3499,10.0,1.0,1,IND712311AAA__IND000000ACB,501,0.4193837319292489,scheduling_optimisation
IND209304AAA,IND000000ACB,626,1.6,1.7840363887218984,2.75,0.7987220447284346,32.0,19.0,25.21255,10.0,1.0,1,IND209304AAA__IND000000ACB,500,0.4185466386519449,scheduling_optimisation
IND825409AAA,IND000000ACB,611,1.588235294117647,1.7479757133436966,2.625,0.8150572831423896,30.0,18.0,25.1437,10.0,1.0,1,IND825409AAA__IND000000ACB,498,0.4168724520973372,scheduling_optimisation
IND462022AAA,IND209304AAA,525,1.76,2.08536558934466,3.0,0.9257142857142856,34.0,20.0,26.3176,13.0,1.0,1,IND462022AAA__IND209304AAA,485,0.4059902394923866,scheduling_optimisation
IND562132AAA,IND560300AAA,586,1.4545454545454546,1.6990436762262096,2.6360294117647056,0.742320819112628,20.0,13.0,11.7908,5.5,0.0,1,IND562132AAA__IND560300AAA,435,0.3641355756271922,scheduling_optimisation
IND110037AAM,IND209304AAA,449,1.6,1.9208700863028807,3.052690166975881,0.9621380846325168,30.0,18.0,25.6392,11.0,1.0,1,IND110037AAM__IND209304AAA,432,0.3616242957952805,monitor
IND560099AAB,IND560300AAA,605,1.5294117647058822,1.871819485072082,2.9317307692307697,0.7041322314049587,20.0,12.0,11.9106,6.0,0.0,1,IND560099AAB__IND560300AAA,426,0.3566017361314571,route_type_shift
IND501359AAE,IND411033AAA,480,1.7894736842105263,2.0074143145575265,3.1267857142857145,0.8833333333333333,31.0,17.0,24.34985,13.0,1.0,1,IND501359AAE__IND411033AAA,424,0.3549275495768493,monitor
IND421302AAG,IND444005AAB,419,2.1052631578947367,2.3463594319048986,3.4317460317460315,0.9880668257756564,41.0,19.0,27.4354,20.0,1.0,1,IND421302AAG__IND444005AAB,414,0.3465566168038104,monitor
IND444005AAB,IND421302AAG,419,2.0,2.222804985932888,3.1,0.9832935560859188,36.0,18.0,25.7719,18.0,1.0,1,IND444005AAB__IND421302AAG,412,0.3448824302492027,monitor
IND562132AAA,IND411033AAA,441,1.5294117647058822,1.6492309789362145,2.2777777777777777,0.8979591836734694,27.0,18.0,24.2688,9.0,1.0,1,IND562132AAA__IND411033AAA,396,0.3314889378123404,monitor
IND751002AAB,IND712311AAA,417,1.75,2.1963595794796094,3.47002652519894,0.9256594724220624,31.0,18.0,24.8979,13.0,1.0,1,IND751002AAB__IND712311AAA,386,0.3231180050393015,monitor
IND411033AAA,IND421302AAG,519,1.3793103448275863,1.8272960437635155,3.0445,0.7398843930635838,36.0,25.0,29.6642,9.0,1.0,1,IND411033AAA__IND421302AAG,384,0.3214438184846938,scheduling_optimisation
IND562132AAA,IND560099AAB,507,1.44,1.739144573864366,2.402962962962963,0.7455621301775148,18.0,13.0,12.6489,5.0,0.1499013806706114,1,IND562132AAA__IND560099AAB,378,0.3164212588208704,scheduling_optimisation
IND712311AAA,IND751002AAB,453,1.6,1.8764488870945564,2.63840579710145,0.8278145695364238,31.0,19.0,27.2001,11.0,1.0,1,IND712311AAA__IND751002AAB,375,0.3139099789889588,monitor
IND834002AAB,IND000000ACB,470,1.6,1.7568667916152552,2.7233333333333336,0.7829787234042553,30.0,18.0,25.51185,10.0,1.0,1,IND834002AAB__IND000000ACB,368,0.3080503260478315,monitor
IND462022AAA,IND000000ACB,673,1.3076923076923077,1.522754981159946,2.4545454545454546,0.5349182763744428,36.0,29.0,27.7422,8.0,1.0,1,IND462022AAA__IND000000ACB,360,0.3013535798294003,scheduling_optimisation
IND421302AAG,IND462022AAA,358,1.919871794871795,2.1724170724010765,3.438235294117648,0.9441340782122905,35.0,18.0,26.43785,16.0,1.0,1,IND421302AAG__IND462022AAA,338,0.2829375277287148,monitor
IND000000ACB,IND462022AAA,458,1.4516129032258065,1.5728623770128256,2.297407407407408,0.7205240174672489,37.0,27.0,27.91615,11.0,1.0,1,IND000000ACB__IND462022AAA,330,0.2762407815102837,monitor
IND712311AAA,IND421302AAG,370,1.8180147058823528,2.055214727482179,3.1130434782608702,0.8756756756756757,35.0,18.0,26.3155,15.0,1.0,1,IND712311AAA__IND421302AAG,324,0.2712182218464604,monitor
IND000000ACB,IND390022AAA,385,1.5625,1.7423633675594736,2.588235294117647,0.8415584415584415,30.0,20.0,26.4288,10.0,1.0,1,IND000000ACB__IND390022AAA,324,0.2712182218464604,monitor
IND110044AAB,IND000000ACB,452,1.4409722222222223,1.9305805310816768,3.2416666666666694,0.7079646017699115,15.0,10.0,10.8996,5.0,0.0,1,IND110044AAB__IND000000ACB,320,0.2678698487372448,monitor
IND421302AAG,IND382430AAB,329,1.7647058823529411,2.006600627320964,2.916161616161616,0.9574468085106383,35.0,18.0,25.6037,15.0,1.0,1,IND421302AAG__IND382430AAB,315,0.2636843823507253,monitor
IND560300AAA,IND560099AAB,422,1.6770833333333337,2.022016953507846,3.5,0.7417061611374408,21.0,12.0,11.74235,8.0,0.0,1,IND560300AAA__IND560099AAB,313,0.2620101957961175,route_type_shift
IND560099AAB,IND562132AAA,415,1.4,1.7208991202237625,2.650000000000001,0.7373493975903614,17.0,13.0,12.0754,4.0,0.1204819277108433,1,IND560099AAB__IND562132AAA,306,0.2561505428549903,monitor
IND421302AAG,IND411033AAA,355,1.68,2.107905457926297,3.179166666666667,0.856338028169014,39.0,24.0,26.6442,16.0,1.0,1,IND421302AAG__IND411033AAA,304,0.2544763563003825,monitor
IND000000ACB,IND131028AAB,739,0.9444444444444444,1.5932691208410936,3.0,0.4127198917456021,19.0,21.0,15.1307,-1.0,0.0,0,IND000000ACB__IND131028AAB,304,0.2544763563003825,monitor
IND501359AAE,IND751002AAB,301,1.7777777777777777,1.9812644471252705,2.7058823529411766,0.9867109634551496,33.0,18.0,25.9692,14.0,1.0,1,IND501359AAE__IND751002AAB,297,0.2486167033592553,monitor
IND411033AAA,IND403726AAA,335,1.6785714285714286,1.909425248899768,3.022222222222223,0.8507462686567164,38.0,24.0,28.3468,14.0,1.0,1,IND411033AAA__IND403726AAA,285,0.2385715840316086,monitor
IND306401AAB,IND305001AAC,316,1.9090909090909087,2.8293414369704792,6.547619047619048,0.8892405063291139,14.0,7.0,10.55185,6.0,0.0,1,IND306401AAB__IND305001AAC,281,0.235223210922393,route_type_shift
IND416012AAA,IND395023AAA,358,1.526610644257703,1.7604572188507064,2.869166666666666,0.7849162011173184,30.0,20.0,25.08625,10.0,1.0,1,IND416012AAA__IND395023AAA,281,0.235223210922393,monitor
IND000000ACA,IND160002AAC,288,1.8666666666666667,2.116895983017366,2.8600000000000003,0.96875,29.5,15.0,22.3302,13.5,0.9652777777777778,1,IND000000ACA__IND160002AAC,279,0.2335490243677853,monitor
IND421302AAG,IND400072AAB,287,2.2222222222222223,2.845088837778114,4.5,0.9686411149825784,18.0,8.0,11.6216,9.0,0.0,1,IND421302AAG__IND400072AAB,278,0.2327119310904813,route_type_shift
IND411033AAA,IND521225AAB,341,1.65,1.8885240578433624,3.1904761904761907,0.8123167155425219,32.0,19.0,26.0672,13.0,1.0,1,IND411033AAA__IND521225AAB,277,0.2318748378131775,monitor
IND000000ACB,IND121002AAB,330,1.6666666666666667,2.3226757221386656,3.75,0.8333333333333334,18.0,11.0,11.5411,7.0,0.0,1,IND000000ACB__IND121002AAB,275,0.2302006512585697,route_type_shift
IND411033AAA,IND562132AAA,336,1.5,1.7909974083324909,2.544407894736842,0.8184523809523809,27.0,17.0,24.42265,9.0,1.0,1,IND411033AAA__IND562132AAA,275,0.2302006512585697,monitor
IND382430AAB,IND395023AAA,300,1.632456140350877,1.8664732222947675,2.8933333333333344,0.9,34.0,18.0,26.37425,13.0,1.0,1,IND382430AAB__IND395023AAA,270,0.2260151848720503,monitor
IND131028AAB,IND000000ACB,752,0.9166666666666666,1.4293600631301615,2.833333333333333,0.3537234042553192,17.0,20.0,14.96625,-1.5,0.0,0,IND131028AAB__IND000000ACB,266,0.2226668117628347,monitor
IND411033AAA,IND413002AAA,324,1.4666666666666666,1.6768531197198169,2.7975,0.8024691358024691,24.0,17.0,23.71285,8.0,1.0,1,IND411033AAA__IND413002AAA,260,0.2176442520990114,monitor
IND560300AAA,IND562132AAA,393,1.3636363636363635,1.544767377620505,2.4705882352941178,0.648854961832061,26.0,17.0,13.4544,7.0,0.0,1,IND560300AAA__IND562132AAA,255,0.2134587857124919,monitor
IND411033AAA,IND431603AAA,252,1.8397435897435896,2.14967117048012,3.0,1.0,37.0,19.0,26.4272,16.0,1.0,1,IND411033AAA__IND431603AAA,252,0.2109475058805802,monitor
IND000000ACB,IND201301AAM,303,1.679245283018868,1.8928298962086685,2.915151515151515,0.8217821782178217,20.0,11.0,11.2038,7.0,0.0,1,IND000000ACB__IND201301AAM,248,0.2075991327713647,route_type_shift
IND834002AAB,IND826004AAA,285,2.25,2.5739809281047368,4.135714285714286,0.856140350877193,20.0,9.0,10.7451,11.0,0.0,1,IND834002AAB__IND826004AAA,244,0.2042507596621491,route_type_shift
IND530012AAA,IND532001AAB,264,1.6666666666666667,1.8186475141020595,2.4833333333333343,0.9128787878787878,12.0,7.0,10.15185,4.0,0.0,1,IND530012AAA__IND532001AAB,241,0.2017394798302375,route_type_shift
IND562132AAA,IND416012AAA,298,1.411764705882353,1.5716373885508392,2.320526315789474,0.8053691275167785,25.0,18.0,24.8727,7.0,1.0,1,IND562132AAA__IND416012AAA,239,0.2000652932756297,monitor
IND000000ACB,IND302014AAA,270,1.588235294117647,1.727502598688819,2.502,0.8740740740740741,32.0,19.0,25.0048,11.0,1.0,1,IND000000ACB__IND302014AAA,236,0.197554013443718,monitor
IND000000ACB,IND209304AAA,269,1.8666666666666667,2.153045804564371,3.464347826086958,0.8736059479553904,35.0,18.0,25.549,16.0,1.0,1,IND000000ACB__IND209304AAA,235,0.1967169201664141,monitor
IND515004AAA,IND501359AAE,236,1.588235294117647,1.8116010221561727,2.7597254004576657,0.9745762711864406,28.0,17.0,24.30135,10.0,1.0,1,IND515004AAA__IND501359AAE,230,0.1925314537798947,monitor
IND532001AAB,IND530012AAA,232,1.75,2.1317954212293486,3.3660714285714293,0.9741379310344828,12.0,7.0,9.8048,5.0,0.0,1,IND532001AAB__IND530012AAA,226,0.1891830806706791,route_type_shift
IND131028AAB,IND160002AAC,240,1.58359133126935,1.7141455570878272,2.150384615384615,0.9416666666666668,27.0,17.0,23.54605,10.0,1.0,1,IND131028AAB__IND160002AAC,226,0.1891830806706791,monitor
IND530012AAA,IND501359AAE,237,1.8,2.038106175287602,3.1900000000000004,0.9493670886075948,33.0,17.0,25.1812,14.0,1.0,1,IND530012AAA__IND501359AAE,224,0.1875088941160713,monitor
IND421302AAG,IND834002AAB,246,1.8229166666666663,2.0569314218482595,3.0,0.9105691056910568,36.0,19.0,27.02245,15.5,1.0,1,IND421302AAG__IND834002AAB,223,0.1866718008387674,monitor
IND400072AAD,IND421302AAG,227,2.4,3.427286967888347,6.690909090909091,0.9779735682819384,20.0,9.0,11.4799,11.0,0.0,1,IND400072AAD__IND421302AAG,222,0.1858347075614635,route_type_shift
IND600032AAB,IND600056AAB,246,1.7777777777777777,2.0633225288713093,3.1833333333333336,0.8983739837398373,15.0,8.5,10.44625,6.0,0.0,1,IND600032AAB__IND600056AAB,221,0.1849976142841596,route_type_shift
IND144001AAC,IND160002AAC,254,2.0,2.4889896421600146,3.833333333333335,0.8661417322834646,13.0,6.0,9.68685,6.0,0.0,1,IND144001AAC__IND160002AAC,220,0.1841605210068558,route_type_shift
IND524003AAA,IND501359AAE,237,1.5294117647058822,1.6897518444229964,2.287619047619048,0.919831223628692,33.0,21.0,28.4842,11.0,1.0,1,IND524003AAA__IND501359AAE,218,0.182486334452248,monitor
IND821115AAB,IND000000ACB,257,1.6875,1.9184754688348955,2.789565217391304,0.8326848249027238,33.0,18.0,25.5537,12.0,1.0,1,IND821115AAB__IND000000ACB,214,0.1791379613430324,monitor
IND562132AAA,IND712311AAA,216,1.7669683257918551,2.1735539014573497,3.0,0.9722222222222222,36.0,18.0,25.81105,15.0,1.0,1,IND562132AAA__IND712311AAA,210,0.1757895882338168,monitor
IND000000ACT,IND000000ACB,302,1.3675000000000002,1.6667059991760411,2.375,0.695364238410596,17.0,12.0,12.9305,4.0,0.3741721854304636,1,IND000000ACT__IND000000ACB,210,0.1757895882338168,monitor
IND562132AAA,IND421302AAG,258,1.4736842105263157,1.654613564786282,2.358169934640523,0.8062015503875969,28.0,18.0,25.42965,8.5,1.0,1,IND562132AAA__IND421302AAG,208,0.1741154016792091,monitor
IND411033AAA,IND501359AAE,263,1.5,1.758088937429856,3.0,0.7756653992395437,27.0,17.0,24.6012,8.0,1.0,1,IND411033AAA__IND501359AAE,204,0.1707670285699935,monitor
IND000000ACT,IND160002AAC,210,1.75,2.0121019201399792,2.6666666666666665,0.9666666666666668,30.0,18.0,23.864,13.0,1.0,1,IND000000ACT__IND160002AAC,203,0.1699299352926896,monitor
IND842001AAA,IND854326AAB,208,1.5714285714285714,2.048019468481212,3.3783088235294128,0.971153846153846,30.0,18.0,26.38915,11.0,1.0,1,IND842001AAA__IND854326AAB,201,0.1682557487380818,monitor
IND821115AAB,IND209304AAA,239,1.6666666666666667,1.7741494361496657,2.4502923976608195,0.8368200836820083,30.0,17.0,25.2755,11.0,1.0,1,IND821115AAB__IND209304AAA,200,0.167418655460778,monitor
IND712311AAA,IND781018AAB,202,2.343137254901961,2.881711403130998,4.280952380952381,0.99009900990099,57.0,22.0,31.90675,34.0,1.0,1,IND712311AAA__IND781018AAB,199,0.166581562183474,monitor
IND501359AAE,IND533106AAA,204,2.0,2.219995908190919,3.2313725490196084,0.9754901960784312,36.0,17.5,25.4289,17.5,1.0,1,IND501359AAE__IND533106AAA,198,0.1657444689061702,monitor
IND474003AAA,IND000000ACB,311,1.3461538461538465,1.4101225609782402,2.0588235294117645,0.6334405144694534,34.0,25.0,25.5553,7.0,1.0,1,IND474003AAA__IND000000ACB,197,0.1649073756288663,monitor
IND306401AAB,IND302014AAA,216,1.6470588235294117,1.8997488905269424,3.0,0.8935185185185185,28.0,17.0,24.2865,10.0,1.0,1,IND306401AAB__IND302014AAA,193,0.1615590025196507,monitor
IND000000ACB,IND110064AAA,285,1.375,1.8778918483346896,3.0,0.6771929824561403,13.0,10.0,10.5695,3.0,0.0,1,IND000000ACB__IND110064AAA,193,0.1615590025196507,monitor
IND421302AAG,IND400015AAA,196,2.1125,3.006830384064972,5.2875,0.9591836734693876,15.0,7.0,10.454150000000002,8.0,0.0,1,IND421302AAG__IND400015AAA,187,0.1565364428558274,route_type_shift
IND395023AAA,IND382430AAB,201,1.5263157894736843,1.7599196999797715,2.45,0.9054726368159204,30.0,19.0,25.5596,10.0,1.0,1,IND395023AAA__IND382430AAB,182,0.1523509764693079,monitor
IND403726AAA,IND411033AAA,228,1.5,1.8044737589839737,2.716666666666669,0.7894736842105263,30.0,19.0,24.87125,9.0,1.0,1,IND403726AAA__IND411033AAA,180,0.1506767899147001,monitor
IND600056AAB,IND600032AAB,207,1.8,2.345036967863055,3.77,0.8502415458937198,14.0,9.0,10.2938,5.0,0.0,1,IND600056AAB__IND600032AAB,176,0.1473284168054846,route_type_shift
IND302014AAA,IND313001AAB,178,1.6666666666666667,1.876882551457232,2.7290000000000005,0.9887640449438202,31.0,18.0,26.2231,12.0,1.0,1,IND302014AAA__IND313001AAB,176,0.1473284168054846,monitor
IND457226AAA,IND382430AAB,200,1.5625,1.693707583537129,2.251315789473684,0.875,36.0,22.0,30.70965,13.0,1.0,1,IND457226AAA__IND382430AAB,175,0.1464913235281807,monitor
IND121004AAB,IND000000ACB,180,1.6666666666666667,1.9694964612366568,2.6339285714285707,0.9666666666666668,20.0,12.0,12.1234,8.0,0.0,1,IND121004AAB__IND000000ACB,174,0.1456542302508768,route_type_shift
IND201301AAM,IND000000ACB,206,1.6666666666666667,1.7305274744884775,2.6666666666666665,0.8446601941747572,17.0,12.0,13.1899,6.0,0.0,1,IND201301AAM__IND000000ACB,174,0.1456542302508768,route_type_shift
IND500010AAB,IND501359AAE,175,2.0,2.5393527962521567,3.7166666666666655,0.96,21.0,10.0,12.3089,9.0,0.0,1,IND500010AAB__IND501359AAE,168,0.1406316705870535,route_type_shift
IND302014AAA,IND000000ACB,197,1.5333333333333334,1.6719583310325925,2.4704761904761905,0.8426395939086294,30.0,22.0,25.3077,9.0,1.0,1,IND302014AAA__IND000000ACB,166,0.1389574840324457,monitor
IND400072AAB,IND421302AAG,164,2.5,3.5845658711207493,6.666666666666667,1.0,19.0,9.0,11.54755,10.0,0.0,1,IND400072AAB__IND421302AAG,164,0.1372832974778379,route_type_shift
IND121004AAB,IND121102AAA,188,1.8166666666666669,1.994366508196296,3.0,0.8723404255319149,11.0,6.0,9.78235,4.5,0.0,1,IND121004AAB__IND121102AAA,164,0.1372832974778379,route_type_shift
IND413002AAA,IND501359AAE,208,1.927380952380952,2.3126425287040635,3.845833333333334,0.7836538461538461,34.0,18.0,26.53665,16.5,1.0,1,IND413002AAA__IND501359AAE,163,0.136446204200534,monitor
IND560099AAB,IND683511AAA,223,1.3888888888888888,1.502496311804275,2.036363636363637,0.7309417040358744,34.0,24.0,28.0656,9.0,1.0,1,IND560099AAB__IND683511AAA,163,0.136446204200534,monitor
IND263153AAB,IND131028AAB,185,1.6956521739130437,1.8008920493325862,2.813986013986014,0.8702702702702703,36.0,22.0,27.4084,13.0,1.0,1,IND263153AAB__IND131028AAB,161,0.1347720176459263,monitor
IND751002AAB,IND530012AAA,175,1.5714285714285714,1.8056620908269545,2.358333333333333,0.8971428571428571,27.0,17.0,23.9939,9.0,1.0,1,IND751002AAB__IND530012AAA,157,0.1314236445367107,monitor
IND413401AAA,IND411033AAA,187,1.6923076923076923,1.865707279048872,3.0744360902255643,0.839572192513369,29.0,19.0,26.0306,10.0,1.0,1,IND413401AAA__IND411033AAA,157,0.1314236445367107,monitor
IND000000ACB,IND121004AAB,179,1.6,2.208947278303177,3.0153846153846167,0.8715083798882681,18.0,11.0,11.2188,8.0,0.0,1,IND000000ACB__IND121004AAB,156,0.1305865512594068,route_type_shift
IND600056AAB,IND562132AAA,208,1.4,1.5200410846278614,2.19125,0.7451923076923077,32.0,22.5,25.0694,9.0,1.0,1,IND600056AAB__IND562132AAA,155,0.1297494579821029,monitor
IND206001AAA,IND000000ACB,242,1.375,1.5003475149700898,2.4528409090909093,0.640495867768595,34.5,23.0,27.955800000000004,9.0,1.0,1,IND206001AAA__IND000000ACB,155,0.1297494579821029,monitor
IND614620AAA,IND630561AAA,154,1.8333333333333333,2.107438304840902,2.646666666666668,0.9935064935064936,12.0,7.0,10.0649,6.0,0.0,1,IND614620AAA__IND630561AAA,153,0.1280752714274951,route_type_shift
IND472001AAA,IND485001AAC,155,2.25,2.629580014989096,4.0,0.9870967741935484,40.0,18.0,23.588,22.0,1.0,1,IND472001AAA__IND485001AAC,153,0.1280752714274951,monitor
IND110044AAB,IND131028AAB,198,1.6547619047619049,2.0569612925175127,3.525000000000001,0.7676767676767676,16.0,11.0,10.5307,6.0,0.0,1,IND110044AAB__IND131028AAB,152,0.1272381781501912,route_type_shift
IND421302AAG,IND400102AAC,157,2.1818181818181817,3.153650701921643,5.507142857142858,0.961783439490446,25.0,12.0,12.5309,14.0,0.0,1,IND421302AAG__IND400102AAC,151,0.1264010848728874,route_type_shift
IND811399AAA,IND209304AAA,170,1.5,1.668361836758674,2.347058823529411,0.888235294117647,28.0,18.0,25.45835,10.0,1.0,1,IND811399AAA__IND209304AAA,151,0.1264010848728874,monitor
IND110037AAK,IND000000ACB,171,1.7142857142857142,2.154011106139589,4.0,0.8771929824561403,17.0,9.0,10.3842,6.0,0.0,1,IND110037AAK__IND000000ACB,150,0.1255639915955834,route_type_shift
IND600056AAB,IND501359AAE,161,1.6956521739130437,1.901484827959508,3.0,0.9254658385093169,32.0,18.0,25.564,13.0,1.0,1,IND600056AAB__IND501359AAE,149,0.1247268983182796,monitor
IND600056AAB,IND600008AAC,150,2.0,3.133646464646465,5.537499999999998,0.98,14.5,7.0,9.7175,7.0,0.0,1,IND600056AAB__IND600008AAC,147,0.1230527117636718,route_type_shift
